id,title,authors,publisher,published_date,categories,review_score,review_text,review_summary,review_helpfulness,review_time,user_id,profile_name,helpfulness_numerator,helpfulness_denominator,helpfulness_ratio,authors_array,categories_array,author_count,category_count,is_helpful,has_multiple_authors,has_multiple_categories,is_recent_review
B0008CSSO0,Call Mr. Fortune,"We Issue The Books That Need To Be Read. Each Good Press Edition Has Been Meticulously Edited, Formatted To Boost Readability For All E-readers, Devices. Our Goal Is To Produce Ebooks That Are User-friendly, Accessible To Everyone In A High-quality Digital Format.""",Http://books.google.com/books?id=5luoeaaaqbaj&printsec=frontcover&dq=call+mr.+fortune&hl=&cd=1&source=gbs_api,Good Press,Https://play.google.com/store/books/details?id=5luoeaaaqbaj&source=gbs_api,2.0,Book was OCR'd from another document and the typo's were frequent and in many cases hard to understand.It was very hard at times to read!,Poor Printing,2/2,1282521600,AXULGSZJBB3LF,Bev,2,2,1.0,"['We Issue The Books That Need To Be Read. Each Good Press Edition Has Been Meticulously Edited', 'Formatted To Boost Readability For All E-readers', 'Devices. Our Goal Is To Produce Ebooks That Are User-friendly', 'Accessible To Everyone In A High-quality Digital Format.""']",['Https://play.google.com/store/books/details?id=5luoeaaaqbaj&source=gbs_api'],4,1,1,1,0,1
B000ANM3TS,"Rich in Mercy: Encyclical - Dives in Misericordia, November 30, 1980","Leading The Church, Impacting The World With His Witness, His Teaching. The Encyclical Letter Has Been",And Often For The Whole World. Dr. Schreck Invites The Reader To Become Familiar With The Encyclical Letters Of Pope John Paul Ii. In The Legacy Of Pope John Paul Ii,Dr. Schreck breaks down more scholarly writing into accessible language. The reflection questions and suggestions for further reading at the end of each chapter help facilitate a systematic study of the central teachings of this brilliant but pastoral pope,['alan Schreck'],5.0,"""Divine Mercy is one of the central mysteries of Christian worldview and theology. Like all other such concepts, our everyday experience with human mercy is only partially adequate for its full understanding. Nonetheless, deeper understanding of Divine Mercy can fundamentally reshape and uplift our own attitude and practice of mercy.In this his second encyclical, Pope John Paul II picks up where he had left off in """"The Redeemer of Man"""" (Redemptor Hominis). While one of the central themes of that encyclical was God's redeeming actions in the world and how they give support to human dignity",Blessed are the Merciful,3/3,1319155200,A36K2N527TXXJN,Dr. Bojan Tunguz,3,3,1.0,"['Leading The Church', 'Impacting The World With His Witness', 'His Teaching. The Encyclical Letter Has Been']","[""['alan Schreck']""]",3,1,1,1,0,1
B000E81CVO,"A Place for Kathy, a Novel",['henry Denker'],Charnwood,1998,['aids (disease)'],5.0,"What an amazing story about love, strength and determination. Grace, a widow with a 12 year old, discovers she is dying, and needs to find a family who will love her daughter.I kept stopping while reading to check on my sleeping daughter, or just hug her. Any mom should read this...a reminder to count our blassings.",a heartwrenching story of a mother's love,2/2,1005868800,A26ZDF3062SJVR,"""""""barbpl""""""",2,2,1.0,"[""['henry Denker']""]","[""['aids (disease)']""]",1,1,1,0,0,0
B000IWYTY8,The Book of Herbs,Unknown Author,Unknown Publisher,Unknown Date,Unknown Category,1.0,this books doesnt have much in terms of the amount of herbs it covers-only the so called popular ones. get a better book if you actually want to learn anything,not a great book,0/0,1301961600,AIC27XJTLGF9E,meg smith,0,0,0.0,['Unknown Author'],['Unknown Category'],1,1,0,0,0,1
B000K6W8F4,The Golden Argosy. a Collection of the Most Celebrated Short Stories in the English Language,"['charles Grayson', 'van Henry Cartmell']",Unknown Publisher,1955,['english-speaking Countries'],5.0,"""Do you enjoy great stories? If you do, """"Golden Argosy"""" is the book you will want to read and share with others. This book is a treasury of great story-telling-a reference collection of the best of a favorite form of literature. There are many recaptured wonderful stories that we all have delighted in over the years and pased them down to our children to our children's children. Wait a minute! This book also has many new delightful stories with new rewarding adventures to weave into our lives and the lives of our families for many years to come.""","""Great Stories from """"Golden Argosy""""""",3/6,1220486400,APFQSYY7ZZFUE,Linda E. Ferris,3,6,0.5,"[""['charles Grayson'"", ""'van Henry Cartmell']""]","[""['english-speaking Countries']""]",2,1,0,1,0,1
B000KK98ZI,Conan the Defender,['robert Jordan'],Hachette Uk,2011-11-03,['fiction'],5.0,"The opposite of Jordans Wheel of Time series. Jordan's Conans snap along at a brisk pace, with all the machismo and action of Howards best but featuring more fully realized stories and surroundings, that take you from one end of Hyboria to the other. Great sword swinging, done in one tales from an American master. A terrific respite from todays multi-volume 700+ page tomes. Plus they're dirt cheap, so you have no excuse.","Sword swinging, head chopping fun",1/3,1118361600,A198L7AZE5999A,Yamabushi,1,3,0.3333333333333333,"[""['robert Jordan']""]","[""['fiction']""]",1,1,0,0,0,0
B000MV864O,Teaching Photography: Tools for the Imaging Educator,"['glenn Rand', 'richard D. Zakia']",Taylor & Francis,2006,['photography'],5.0,"""For anyone who teaches imaging (and that includes me), this book is a must read. The book is informative and entertaining. . . filled with quotes that will make you smile while inspiring you - to become a better teacher. For example: """"Choose a job you love and you will never have to work a day in your life."""" - Confucius. All I can say is that we are fortunate that Dr. Zakia (whom I have met) chose teaching.""",A+ for Teaching Photography by Rand and Zakia,6/6,1145923200,A2PYMZVANNBZNA,"""Rick Sammon """"rick sammon""""""",6,6,1.0,"[""['glenn Rand'"", ""'richard D. Zakia']""]","[""['photography']""]",2,1,1,1,0,0
B000NPRIUC,I Am Freedom's Child,['bill Martin'],Unknown Publisher,1993,['patriotic Poetry'],5.0,"As a child, my sister bought this book in hardback from the thrift store. Throughout the years it got lost. This was her favorite book and she was able to recite the book without looking at the pages. When I told her I have a surprise for her for Christmas, she was super excited to receive this book. I'm glad I was able to find it for her again.. Thank you. Shipped in great timely manner :-)",loved it!!,0/0,1358294400,A18TBFR6X3VXF1,KPG,0,0,0.0,"[""['bill Martin']""]","[""['patriotic Poetry']""]",1,1,0,0,0,1
B000PX4W60,Exploring the Old Testament,['gordon J. Wenham'],Intervarsity Press,2016-10-02,['religion'],4.0,"I am a sunday school teacher, and my pastor asked me to give a class on &quot;introduction to the old testament&quot;. He suggested I look into this book, so I ordered the book from Amazon.com. I have been using the book for the sunday school teaching and the book has been a very good source for teaching. For individual reading, it is great!. The book goes in sequence starting from Genesis and it explains the books of the bible very thoroughly. It is not a complicated or complex book to read, neither is it too simple. Its format is very nice to follow. I am enjoying it!",wonderful book,7/7,951868800,AQW2F5A334SAI,"""ozz """"theozz""""""",7,7,1.0,"[""['gordon J. Wenham']""]","[""['religion']""]",1,1,1,0,0,0
0152017968,The Moon of Gomrath: A Tale of Alderley,['alan Garner'],Follettbound,2006-10-01,Unknown Category,5.0,"In this modern era, elves fare poorly. Creatures of light, the air is no longer clean to them, and they are too crowded by human construction. Atlendor's people are on their way north beyond the Bannawg to far Prydein, to aid the last kingdom of the elves. But they must stop to rest and recover with Cadellin Silverbrow in the caves of the Fundindelve. And thus unsuspecting, they are drawn into battle when the Brollochan, an ancient terror, is inadvertently set free.In this is the sequel to 'The Wierdstone of Brisingamen' we finds young Susan and her brother Colin still staying at Highmost Redmanhey. Their time with Gowther and Bess Mossock in Cheshire has been peaceful since the defeat of Selena Place (the Morrigan). Now that time comes to an end, when, seeking to speak with Cadellin, they become part of the hunt for the Brollochan. For the first time they meet with Albanac, one of the elder men, and the dwarf, Uthecar Hornskin. And proud Atlendor who is impatient to continue north.Shortly thereafter, the Brollochan seizes control of Susan's body, and it is only by virtue of her bracelet, the Mark of Fohla, that it is driven off. Then Colin must undertake a quest along the old, straight track to find the magic that will bring Susan back to the living. But unlike the first volume in this series, this time there is a price for the use of Angharad Goldenhand's bracelet. It calls on an older magic than that of Cadellin, and soon ancient forces walk the land. And this is only the beginning, as the children find they must once again do battle with the Morrigan to protect the human world from the dark powers that lurk on its edge.Once again, Alan Garner creates a world half from his own imagination and half from the vivid tales and legends of the British countryside. Evil palugs and fierce bodachs course through the night in a landscape filled with strange places and names that seem to have double and triple meanings. Best of all, the Old Magic is awakened, and the Wild Hunt rides again. There is so much in this short volume that the reader is literally stunned into belief.Garner does not people his books with an excess of characters, and all, from Colin to Cadellin are larger than life. Everyone plays true to archetype, but all are individuals with their own wisdom. And so there are few players that one cannot come to love. In a tale that is a conflict between good and evil, Garner does not let the good become shallow or too monochromatic. The Moon of Gomrath is a powerful story at all levels, from child's adventure to morality play, and resonates long after the last page is turned. Garner proves once again that magic is never really lost.",Calling the Wild Hunt,8/9,1021075200,A1M4NJYP0WNL8Q,"""Marc Ruby&#8482; """"The Noh Hare&#8482;""""""",8,9,0.8888888888888888,"[""['alan Garner']""]",['Unknown Category'],1,1,1,0,0,0
0195154088,"Bowing to Necessities: A History of Manners in America, 1620-1860",['c. Dallett Hemphill'],Oxford University Press On Demand,1999,['history'],5.0,"Along with John F. Kasson's *Rudeness and Civility: Manners in Nineteenth-Century Urban America*, I found this book accessible, informative, sophisticated, and well written. These are the qualities that I look for in reading a book. While we tend to focus on the more obvious, the two books tell us a lot about the not-so-obvious in modern living. Reading etiquette and conduct books after having read these books proved a lot of fun and thoroughly enlightening.","Accessible, informative, and well written",4/4,1124496000,A1D8WBIT3EDRZL,MH,4,4,1.0,"[""['c. Dallett Hemphill']""]","[""['history']""]",1,1,1,0,0,0
0231101554,The Old Man Who Does As He Pleases,Unknown Author,Unknown Publisher,1839,Unknown Category,5.0,"THE OLD MAN WHO DOES AS HE PLEASES : Selections from the Poetry and Prose of Lu Yu. 126 pp. New York and London : Columbia University Press, 1973. ISBN 0-231-03766-X (hbk.)Burton Watson has always struck me as an eminently civilized scholar and as a fine translator. Unlike certain others, he wears his scholarship lightly, and doesn't overburden the text with extraneous matter. His many translations from Chinese and Japanese Literature are of uniformly high quality, and are well worth having as they are books one often returns to.Lu Yu (1125-1210) was an amazingly prolific poet, and left behind almost 10,000 poems as well as a variety of prose writings. His poetry is characterized by occasional spasms of intense patriotism, but mainly by a carefree enjoyment of life. Hence his literary name 'Fang-weng' or 'The old man who does as he pleases.' He adopted this name as a gesture of defiance after being dismissed from his official post for &quot;drunkenness and irresponsibilty.&quot; This image of a lively and lovable old rascal is borne out by the poetry.The present book offers a selection of sixty-three of Lu Yu's poems which provide us with glimpses of the poet's daily life. Here is a brief example, with my obliques added to indicate line breaks :&quot;My medicine's crude, yet the old farmer / swears it really works. / my poems are shallow, yet the mountain monk / has immoderate praise for their skill. / Cakes in pockets, with packets of tea / they come to pay me a visit. / What harm if in the midst of loneliness / we have one little laugh ? (p.59).Besides the poems, Watson has also included translations of excerpts from Lu Yu's famous 'Diary of a trip to Shu' which was written in 1170 and describes the sights along the Grand Canal, the hair-raising experience of sailing through the Yangtze gorges, and the temples, shrines, and scenic spots he visited when travelling to take up the position of vice-governor of the province of K'uei-chou. This is a truly marvelous travel journal, and presents us with a vivid picture of life in central China in the twelfth century. Here is a brief passage selected at random which described an event Lu Yu witnessed in the Ch'ien-tao 6th year (1170 A.D.) 12th month :&quot;25th day : I watched the troops staging a mock battle on the water. There were seven hundred large warships, each ... fitted out with walls and turrets. Their flags and pennants shone brightly, their gongs and drums clattered and clanged as they raced back and forth, crashing through the huge waves as swiftly as though they had wings. Thirty or forty thousand people came to watch - it was in fact one of the most spectacular sights in the world&quot; (p.100)In addition to a typically interesting and informative Introduction, and his usual light annotations to all selections, Watson has also provided a useful map of 'Places Important in the Life of Lu Yu,' along with some bibliographical information. The book is small 8vo in size (6 by 8.5 inches), beautifully printed on excellent paper, stitched, and bound in full cloth.Lu Yu was a unique and interesting figure, and anyone who cares for Chinese poetry in English is certain enjoy this book.",Poems and journals of a lively and lovable old rascal.,19/19,992995200,A1DGSUJ89KN91K,"""tepi """"tepi""""""",19,19,1.0,['Unknown Author'],['Unknown Category'],1,1,1,0,0,0
0306463148,Healthcare Development Strategies in the Kingdom of Saudi Arabia,['mohammed H. Mufti'],Springer Science & Business Media,2007-05-08,['medical'],5.0,"This is an extremely well written account of the Saudi healthcare system written by a surgeon who is also the CEO of a well-respected hospital in Riyadh. The author speaks from a wealth of experience and research into the problems facing the further development of the Saudi healthcare system. The book outlines the incredible achievements Saudi Arabia has accomplished as well as taking an honest look at the areas that still need improvement. The book is a well-layed out, organized blueprint of necessary steps to make the healthcare delivery system more efficient and even better.",Saudi Health Care,4/5,966902400,A1TZVA0DB2S4A7,"Keith Van de Castle, M.D., M.B.A., M.P.H.",4,5,0.8,"[""['mohammed H. Mufti']""]","[""['medical']""]",1,1,1,0,0,0
0333966759,Macmillan English Dictionary for Advanced Learners: International Student Edition,"['macmillan Education Australia', 'michael Rundell']",Unknown Publisher,2007,['english Language'],5.0,"When I taught a dictionary class in Saudi Arabia, this was the most qualified candidate. Littered with panels, essays, lists, illustrations, explanations, and examples, it is hard to imagine a better dictionary for understanding English usage.",VERY USEFUL !,0/0,1106092800,A2G04SDC4OEVKS,"""Shu Ping """"ESL Book Review""""""",0,0,0.0,"[""['macmillan Education Australia'"", ""'michael Rundell']""]","[""['english Language']""]",2,1,0,1,0,0
0446603635,Imago (Book Three of the Xenogenesis Series),['octavia E. Butler'],Open Road Media,2012-07-24,['fiction'],4.0,"The third book in the Xenogenesis series involves more of the Oankali-Human children born on an earth that will be reaved of its natural resources and left for dead in a scant few centuries.Butler shocks reader and characters alike -- two of the Human-Oankali children do not take after their parents despite careful genetic planets -- they develop, on their own, into Ooloi -- the most powerful and dangerous creatures of the Oankali race: capable of great healing or concocting lethal poisons from the genetic information that every sense has experienced over their lifetime.Imago follows first one, then the other ooloi youth as they discover what they are, suffer greatly from lack of skill with the ooloi talents, and loneliness from being the only ones of their kind in the new generation. Eventually they find themselves and manage a sort of stability. The third gender is not as disturbing as it might have been in the hands of a less sensitive author.This series closes with a solid finality the assimilation of mankind into the Oankali genetics...and the hard fate remaining for the 'purist' humans who choose to terraform another planet to live on, since there will be no earth for them after the Oankali are through.The series has left me feeling marginally unsettled, given Butler's vision of the future is one that indicates the human race must change if it is to survive en masse",Disturbing vision of the future through Butler's eyes.,13/14,869270400,unknown_user,Anonymous,13,14,0.9285714285714286,"[""['octavia E. Butler']""]","[""['fiction']""]",1,1,1,0,0,0
0451201469,The Yorkshire Lady (Signet Regency Romance),['nadine Miller'],Signet,2001,['fiction'],4.0,"I was so impressed with the lively dialogue and clever plot in this book. I have high standards for Regencies and this book met every single one. The main characters are smart, exciting, and engaging, and the post-Napoleonic intrigue is believable, compelling, and touching. The heroine, an independent millowner from Yorkshire crosses swords and wits with a determined Frenchman, and together they attempt to trap a traitor. The relationship between the main characters is deliciously provocative and sweet at the same time. Read this book!",Spies and Lies,3/3,979430400,AYM3C159BQW6Q,Laura L. Young,3,3,1.0,"[""['nadine Miller']""]","[""['fiction']""]",1,1,1,0,0,0
0471292826,Web Commerce: Building a Digital Business (Upside),"['kate Maddox', 'dana Blankenhorn']",John Wiley & Sons Incorporated,1998-09-14,['business & Economics'],4.0,"This guide to web commerce will help you identify the different solutions available today and find a system that works best for your business. Learn to develop strategies for making your site successful, whether you're a large or small company.It evaluates the leading solutions available today while the numerous case studies (including in-depth examinations of Horizon Tours and Cisco Systems) describe in detail what's required to set up the system, both from a cost and resource standpoint.Web commerce is still in its infancy and companies are busy figuring out what makes sense for them. This book is for executives eager to understand business on the Internet and want to get started now, before your competitors steal a march on you.Kate Maddox and Dana Blankenhorn are journalists with Advertising Age magazine.",For executives eager to understand business on the Internet,3/3,938217600,unknown_user,Anonymous,3,3,1.0,"[""['kate Maddox'"", ""'dana Blankenhorn']""]","[""['business & Economics']""]",2,1,1,1,0,0
0471979368,Nuclear Physics: Principles and Applications,['lilley'],John Wiley & Sons,2006-09,Unknown Category,4.0,"""I used this book to prepare an exam corresponding to a 3rd year introductory nuclear physics course. I've received, in general, a really good impression, even though my contact with the text is been limited to the first -""""Principles""""- part of the book. My valutation",Really good,14/15,1145836800,A24OHY6GGXNRIM,Miguel Angel Caro Bayo,14,15,0.9333333333333333,"[""['lilley']""]",['Unknown Category'],1,1,1,0,0,0
0517170833,The Afterlife,"Depriving The Mediums Of Any Cues. The Messages That Came Through Stunned Sitters, Researchers Alike. Here",What A Deceased Father Wanted To Say About His Last Days In A Coma,the transformation of a man's lifelong doubts about the afterlife,Most Amazing Of All,5.0,"Too good to be true. Updike's work has never been better, which is to say much. I am an intelligent small-town teenager-turned-man and I look up to Updike quite a bit. Also check out everything else he's written, especially &quot;Toward The End Of Time,&quot; which unfairly got bad reviews.",Too good to be true,1/4,888192000,unknown_user,Anonymous,1,4,0.25,"['Depriving The Mediums Of Any Cues. The Messages That Came Through Stunned Sitters', 'Researchers Alike. Here']",['Most Amazing Of All'],2,1,0,1,0,0
0553569112,Scoundrel,"Ambitious Politicians, The People Who Complied With Their Demands.""",Http://books.google.com/books?id=v5htewaacaaj&dq=scoundrel&hl=&cd=1&source=gbs_api,Back Bay Books,Http://books.google.com/books?id=v5htewaacaaj&dq=scoundrel&hl=&source=gbs_api,5.0,"I had a plain good old time reading Scoundrel. I hardly put it down until I was finished. I make it a rule to savor the really good romances and not consume them in a few readings. But this book was so delicious that I just kept reading and reading and then was sorry when it did end. Oh well - such is the nature of a delightful book.Miles Montague, the Duke of Remmington, is the scoundrel and is all that we desire in a historical romance hero. However, I have read many romances in which the hero was much more of a scoundrel than the Duke of Remmington. I would consider him a mild scoundrel overall with the usual hardheaded nature and determination not to love. Young good looking dukes seem to be the most desired noble fellows in these books - so of course, all the ladies want him to look their way.Lady Lily Walters is one of those women. She has been in love with the duke from afar for years. She has never actually met him but thinks he is a dream. Apparently this duke is rather conceited and aware of his appeal. One night he actually requests an introduction to Lady Lily and then asks her for a dance. She is obviously dumbfounded at his request and can hardly speak. As she accepts his offer and proceeds onto the dance floor, she realizes she is acting as clearly smitten as she truly is! But, as they twirl around the floor, her infatuation turns to horror as she realizes Miles has an ulterior motive for asking her to dance. His smug smile during their dance tells her that he has just used her in some fashion. He is so proud and self-assured that she imagines he has won a bet at her expense. She calls him on it and decides as they exit the dance floor that she is not so smitten with him after all. Miles is somewhat surprised at her directness and sarcasm. As the reader, I am just thinking &quot;Good for you Lily!&quot;Later that night, as Miles is departing from his club, he sees Lily running down the street, in her nightgown, clearly scared to death. Someone has just attempted to kill her and she is looking for her father. Since both Lily and her father are undercover operatives for England, she fears for his life as well. Miles immediately comes to Lily's aid, seeing her safely home and locating her father. No longer is he the conceited rogue that danced with her earlier. He seems truly concerned and leaves some of his men at her home to stand guard. Later that night, Lily leaves her home after conferring with her father about their plight. He believes she needs to go to a government safe house for a time until they can be assured of her safety. When the duke's men discover that Lily is leaving town, in the middle of the night - on a mail coach no less, they insist on taking her to the coach. They fabricate a reason to stop by the duke's home on the way. When Miles discovers that Lily is to travel, unaccompanied, on a public coach, he is outraged at the stupidity of the entire situation. After conferring with her father, it is agreed that she will stay at his home, in hiding, until the murder suspect can be found.Now Lily finds herself staying with the dominating arrogant duke that she no longer holds in high esteem. Yes, he is concerned for her life but she doesn't want to trouble him with her presence. On the first day of her enforced stay, Miles is beginning to regret his offer of protection. He does find her attractive but she is just an innocent - one type of woman he has nothing to do with. She also looks at him with the most beguiling eyes and he has a hard time resisting her. So what does he do? He sets down some hard rules for her, avoids her, stays away from home as much as possible, and is plain rude to her. Despite his rude treatment, Lily appallingly finds herself somewhat still smitten with him and attempts to leave again and again to no avail. The laughs really begin when Lily decides that since he won't let her leave, she will let him kick her out.Scoundrel is a delectable romance story that never has a dull moment. The chemistry between Miles and Lily is ever present and truly savory. It's often a battle of wit as well as will between the two. Miles, also an undercover operative for the government, is determined to protect Lily. He discovers that under the ditzy, helpless persona Lily deliberately portrays is a brilliant, intelligent woman who is close to a genius. Everything he learns about her only makes his attraction grow all the stronger. In the midst of all this, there is a fairly good suspense story at work. Eventually Miles and Lily can avoid their mutual attraction no longer and become involved in more ways than one. The sensual scenes are few but well written. They rate about a 3.5 out of 5.0 (see More About Me for rating guidelines).Now that I have read Scoundrel, I have read all three of Elizabeth Elliott's books. Scoundrel was published in 1996. All three of her books are very popular and I believe still in publication. My question is - where is she? I am afraid of the answer but - if you are there Ms. Elliott - please give us some more of your luscious stories!",Simply a wonderful historical romance that has it all,9/9,1063324800,A3BIC2SB2O0EGT,"""V """"readinganddreaming""""""",9,9,1.0,"['Ambitious Politicians', 'The People Who Complied With Their Demands.""']",['Http://books.google.com/books?id=v5htewaacaaj&dq=scoundrel&hl=&source=gbs_api'],2,1,1,1,0,0
0684807807,"Action Grammar: Fast, No-Hassle Answers on Everyday Usage and Punctuation",['joanne Feierman'],Simon And Schuster,1995-09-07,['education'],5.0,"The price of Ms. Feierman's book is warranted by the contents of Chapter 2 alone: Mistakes Your Boss Minds the Most. That chapter begins with &quot;Language Challenge: Top Ten Errors in Speaking and Writing,&quot; continues with &quot;Twenty More...,&quot; and concludes with twenty pronunciation problems. Spot one of those in your own writing or speaking, and your esteem will double -- not only with your boss but with others too. Give it to a friend: Those who need it the most are unlikely to buy it!",ActionGrammar is great! Give it to a friend.,26/26,897436800,unknown_user,Anonymous,26,26,1.0,"[""['joanne Feierman']""]","[""['education']""]",1,1,1,0,0,0
0736634940,Hms Beagle: The Story Of Darwin's Ship,['keith S Thomson'],Unknown Publisher,2003,['beagle Expedition'],4.0,"In pleasing contrast to the majority of mainstream depictions of Darwin's activities on the Beagle trip, Keith Stewart Thomson's travelogue contains very few historical errors. At least when it comes to the actual whereabouts of Darwin in South America. Thomson's presentation of Darwin's ideas on organic evolution is a bit more foggy, but that matters little as the main focus of the book is to retrace Darwin's anchorages in South America.The read is easy, nicely contrasting today's luxury of modern oceangoing sailboats and Darwin's cramped accomodations in the tiny HMS Beagle over 150 years earlier.",In the correct wake,3/4,970272000,A42IDCJI7P9EG,"""""""chefpogo""""""",3,4,0.75,"[""['keith S Thomson']""]","[""['beagle Expedition']""]",1,1,1,0,0,0
0766104354,"Rosicrucian Cosmo-Conception or Mystic Christianity an Elementary Treatise Upon Man's Past Evolution, Present Constitution and Future Development",['max Heindel'],Unknown Publisher,1996,"['body, Mind & Spirit']",4.0,"This book was written by Max Heindel, the founder of the Rosicrucian Fellowship of Oceanside, California--a group which is still quite active today. This is Heindel's own unique Rosicrucian philosophy; it is not the Rosicrucianism of the AMORC or any other group currently labeling themselves Rosicrucians. One must eventually put aside the pointless quibbling as to which group harbors the &quot;real&quot; Rosicrucianism (because every group will give a differing viewpoint) and ask a much more relevant question: does the philosophy WORK? Heindel's philosophy has worked for a great many people, and this book is considered by many to be his magnum opus. Heindel's brand of Christian Rosicrucianism doesn't work well with traditional mainstream Christianity. He introduces into basic Christian theology various occult concepts, not to mention a strong dose of astrology. These viewpoints will be interesting to students of esoteric Christianity, but will doubtless seem like heresy to the average Fundamentalist Christian. This book outlines Heindel's worldview, and it's very complex. This is not easy reading. People accustomed to fluffy pop occultism and &quot;how-to&quot; texts that can be devoured in a single sitting will be disappointed. This is rather intense, intellectually engaging material. Some readers will find many of Heindel's assertions hard to believe. Others will delight in his complex views of humanity and the various worlds through which mankind travels. This book contains material on the visible and invisible worlds, human evolution, rebirth, nutrition, the mission of Christ, occult analysis of Biblical texts, the fall of man, the law of consequence, animal spirits, esoteric training, and a great many other topics. There is SO much to study here, in fact, that it seems almost daunting. Still, many people do study this book, and many have reported benefiting from it. The book isn't for everyone. It's not a quick, easy self-help book. The dryness of the text can be a bit of a problem for some. Remember, though, that the first edition was printed in 1909 and has changed little (if any) since then. Some of the science will seem outmoded and some of the social commentary (for instance, on matters of race) may seem hopelessly dated, as well. Still, it's an interesting book, on the whole, and if you can stick with it, you might end up learning something.",Not An Easy Text...But Intriguing,15/15,1020211200,unknown_user,Anonymous,15,15,1.0,"[""['max Heindel']""]","[""['body"", ""Mind & Spirit']""]",1,2,1,0,0,0
0785809074,Essential Gay Mystics,However,Sufic,and Christian-- Harvey explores a variety of religious and sexual experiences. His extensive research,And Compelling Grasp Of Spirituality Make This Book Not Only Unique,5.0,"""Andrew Harvey was born in south India of British parents in 1952 where he lived until he was nine years old, a period that he credits with shaping his sense of the fundamental unity of all religions and providing him with an uplifting vision of a world infused with a sense of its own sacredness. He left India to attend private school in England and entered Oxford University in 1970 as a history student. Notwithstanding the fact that he became the youngest person ever awarded a Fellowship to All Soul's College, among England's highest academic honors, at the age of 21, by 1977 Andrew Harvey had become disillusioned with life at Oxford and returned to his native India. The following year he met a succession of Indian saints and sages and began his long study and practice of Hinduism.In 1992, he met Dom Bede Griffiths in his ashram in southern India near where Andrew Harvey had been born. It was this meeting that helped him synthesize the whole of his mystical explorations and reconcile Eastern with Western mystical paths. Andrew Harvey has taught at Oxford University, Cornell University, Hobart and William Smith Colleges, the California Institute of Integral Studies, and the University of Creation Spirituality as well as at various spiritual centers throughout the United States, and maintains a spiritual direction practice in New York City. He today lives in Nevada with his husband Erick.Generally, Western culture separates sexuality from spirituality in very much the same way that it separates the sacred from the events and processes of everyday life. It may therefore come as something of a shock to the average reader that there exists such a category of beings as `gay mystics' identified synchronously by both their sexuality and their pursuit of the sacred.Nonetheless, it has long been accepted that gay persons of both genders have always figured prominently and in significant numbers among the artistic and cultural (and spiritual) elites of societies around the world. While most cultures have never officially recognized or sanctioned gay sexual activities (though exceptions exist), many have at least quietly tolerated the presence of gay persons given the out-sized contributions of such individuals to their societies. As in other realms of human endeavor, this has been reflected in the religious and spiritual realm.From ancient Greek society to today's varied cultures around the world, there are commonalities of spirit and sensibility that can be traced as common threads. This text, part of the 'Essentials' series, examines various mystical and spiritual writings by gay persons across time; however, not all the authors represented in this text are gay. Some (such as Shakespeare) might have been bisexual, or heterosexual, but still seem to be able to tap into that voice which seems most representative of and represented in the gay community.TEGM brings together a broad selection of gay, lesbian, bisexual and transgendered writers whose works illuminate and elaborate the mystical path. Some assume the form of ardent love lyrics and psalms to male and female beauty. This anthology includes texts from the Greeks and Romans; the Native American """"berdache""""' tradition; the ancient Far Eastern and Persian Sufi traditions of Hafiz; and the writings of the Japanese sage Kobo Daishi (Kukei) and poet Basho",A valuable resource for the study of mysticism and spirituality,12/12,1213660800,A6O1Y10HEEMME,"""William Courson """"William Courson""""""",12,12,1.0,['However'],['And Compelling Grasp Of Spirituality Make This Book Not Only Unique'],1,1,1,0,0,1
0786004479,Scream Of Eagles,['robert K Wilcox'],Hachette Uk,2011-11-03,['history'],5.0,This book does very well in continuing the saga of Jamie Ian McCallister. It follows Jamie on his path of revenge and commitment. I would have to say that this book #4 in the series of 6 brings to life the west and a special moment in American History namely speaking the...never mind if you want to know what I am talking about I would reccomend that you get the book because it is well worth it.,I like this one.,6/8,918086400,A3RIMKHBRMLHHR,Kevin M. Cox,6,8,0.75,"[""['robert K Wilcox']""]","[""['history']""]",1,1,1,0,0,0
0792732820,Calder Promise,Earl Of Crawford,"Laura Is Determined To Make Her Choice On Her Own Terms. But Calder Pride Will Lead Laura Into A Danger For Which Her Sheltered Background Has Never Prepared Her . . . And To A Man Who Is A Threat To The Family She Loves More Than She Knows . . . Praise For Janet Dailey And Her Bestselling Calder Novels """"dailey's Latest Romantic Suspense",with all its secrets,"And Machinations. . .will Continue To Please."""" --booklist """"the Passion",3.0,TWENTY FIVE YEARS AGO...I FELL IN LOVE WITH ROMANCE NOVELS BECAUSE OF THIS SERIES...I HAVE READ THE FIRST THREE BOOKS IN THE CALDER SERIES AT LEAST A DOZEN TIMES!! I CAN'T LIE AND SAY THIS BOOK IS AS GOOD AS THE FIRST ONES...BUT IT'S A DELIGHTFUL READ...AND AFTER ALL WHEN YOU FEEL AS THOUGH THE CALDER'S ARE YOUR OWN FAMILY...IT'S ALWAYS GOOD TO CATCH UP ON THE &quot;GOSSIP&quot; OF WHAT IS GOING ON...AND TO &quot;WATCH&quot; THEM ALL GROW AND AGE!,IT'S OKAY....,0/0,1089849600,AFW6XC9E9OM6O,"""bluepooh """"jbs3005""""""",0,0,0.0,['Earl Of Crawford'],"['And Machinations. . .will Continue To Please."""" --booklist """"the Passion']",1,1,0,0,0,0
